"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Wind Speed (m/s)","Temperature (C)"
"Row4520",0.7794,0.0,1009.1,2.6,14.4
"Row16277",0.859,0.0,1009.8,0.0,7.2
"Row769",0.8899,0.0,1022.7,2.6,7.8
"Row7081",,0.0,1017.6,0.0,14.4
"Row9725",,0.0,1021.0,2.1,10.0
"Row16318",0.8274,0.0,1011.2,3.1,10.0
"Row11378",0.8927,0.0,1017.6,5.7,11.1
"Row1237",0.5716,0.3,1020.0,5.7,13.3
"Row1719",0.7236,0.0,,7.2,16.7
"Row16767",,0.0,,2.1,15.0
"Row3064",0.3895,0.0,1016.6,8.2,20.0
"Row8624",0.7616,,1015.6,3.1,6.7
"Row9565",0.5452,0.0,1016.9,1.5,12.2
"Row11293",0.6738,0.0,1020.0,7.2,17.2
"Row107",0.7029,0.0,1014.9,3.1,6.1
"Row11989",0.4958,0.0,1018.0,,16.7
"Row10768",0.6169,0.0,1012.9,6.2,13.3
"Row1990",0.7141,0.0,1016.7917365478716,5.2,11.7
"Row746",0.7954,0.0,1025.1,2.1,7.2
"Row11729",0.8631,1.0,1012.9,5.2,16.7
"Row4761",0.5858,,1016.3,2.1,18.9
"Row945",0.9287,0.0,1011.9,3.1,10.0
"Row16928",0.6804,0.0,1016.7917365478716,2.1,7.2
"Row5112",0.6108,0.0,1011.9,,21.1
"Row698",0.466,0.0,1018.3,8.8,12.2
"Row17489",0.6816,0.0,,4.6,10.0
"Row5930",,0.0,1014.9,7.7,15.0
"Row13542",0.8371,0.0,1016.3,0.0,13.3
"Row12582",0.7725,0.0,1014.9,2.6,13.3
"Row5365",0.5727,0.0,1015.6,2.6,22.8
"Row4066",,0.0,1012.5,,21.1
"Row10160",1.0,0.0,1016.7917365478716,2.6,9.4
"Row4359",0.446,0.0,1009.1,9.8,23.9
"Row5494",,0.0,1013.5,6.7,15.6
"Row15186",0.8096,0.0,1013.2,8.2,17.2
"Row2074",0.6932,0.0,1016.7917365478716,2.6,13.3
"Row13135",0.8996,0.0,1014.6,2.6,12.2
"Row8897",0.3441,0.0,,,14.4
"Row1664",0.8371,0.0,1022.4,,13.3
"Row8507",0.792,0.0,1023.4,4.1,5.0
"Row7883",0.3341,0.0,1022.4,3.6,11.1
"Row10422",0.9281,0.0,1021.3,2.6,8.9
"Row12836",0.7488,0.0,1014.6,,14.4
"Row12869",0.8927,0.0,1017.6,3.1,11.1
"Row11317",0.6056,0.0,1020.0,,18.9
"Row4975",0.8066,0.0,,,15.0
"Row4597",,0.0,1014.9,3.6,21.1
"Row7181",0.4625,0.0,1017.3,4.6,17.8
"Row4292",0.6236,0.0,1010.5,7.7,16.1
"Row7171",0.2946,0.0,1016.3,5.2,23.9
"Row2120",0.8042,0.0,1021.7,5.7,13.3
"Row11545",0.8923,0.0,1013.9,6.7,10.6
"Row4270",0.7429,0.0,1009.1,9.3,13.9
"Row8571",0.8259,0.0,1031.2,0.0,4.4
"Row4851",0.8066,0.0,1015.6,5.7,15.0
"Row7835",0.4645,0.0,1026.1,4.6,11.7
"Row8362",0.7671,0.0,1018.6,,10.0
"Row9820",0.9655,0.0,1022.4,2.1,4.4
"Row4970",0.9012,0.0,1014.9,4.1,14.4
"Row3825",0.6542,0.0,1016.6,3.1,18.3
"Row17420",0.8927,0.0,,3.1,11.1
"Row2736",0.8371,0.0,1021.3,3.6,13.3
"Row7242",0.4145,0.0,1010.2,3.6,23.9
"Row5779",0.6761,0.0,1009.5,4.1,18.3
"Row9310",0.6852,0.0,1013.2,6.7,11.7
"Row1135",0.8918,0.5,1014.2,4.6,10.0
"Row14373",0.8384,0.0,1013.9,5.2,14.4
"Row8450",0.7907,0.0,1020.3,2.1,7.8
"Row15463",0.8579,0.0,1016.6,2.1,11.7
"Row10676",0.6816,0.0,,9.3,10.0
"Row3373",0.5272,0.0,1017.6,6.2,20.6
"Row12607",0.6082,0.0,1011.2,0.0,20.0
"Row11500",0.8927,1.0,1008.8,9.3,11.1
"Row10393",0.8011,0.0,1020.3,,11.1
"Row13018",0.5471,0.0,1014.9,5.7,20.0
"Row9983",0.8956,0.0,1020.0,3.1,7.2
"Row9913",0.7634,0.5,1008.1,4.1,7.8
"Row9540",0.5438,,1020.0,2.1,11.7
"Row197",0.789,0.5,1010.2,3.6,6.7
"Row16592",0.8223,0.0,,,6.1
"Row17451",,0.0,1019.6,2.6,6.1
"Row7526",,0.0,1013.5,8.2,16.7
"Row6929",0.7517,0.0,1013.2,7.7,16.1
"Row16817",,0.0,1015.2,3.6,12.2
"Row2676",0.5368,0.0,1022.0,10.8,16.1
"Row16253",0.6619,,1011.9,12.4,11.7
"Row13390",0.8642,0.0,1014.2,5.2,12.2
"Row5875",0.7536,,1013.9,10.3,17.2
"Row17",0.6567,,1015.2,6.2,9.4
"Row7907",,0.0,1024.4,,13.3
"Row12587",0.5939,0.0,1014.6,3.1,22.2
"Row11249",0.5427,0.0,1012.9,10.3,18.3
"Row15114",,0.0,1014.6,8.2,17.8
"Row9187",0.7162,0.0,,2.6,12.8
"Row1101",,0.0,1013.2,6.7,10.6
"Row12585",0.6566,0.0,1015.2,,19.4
"Row11681",0.7215,0.0,1018.6,11.8,15.6
"Row1629",0.7725,0.0,,4.1,13.3
"Row9969",,0.0,1015.6,2.1,10.0
"Row4656",0.805,0.0,,3.6,13.9
"Row7092",0.6796,0.0,1018.3,2.6,20.0
"Row10872",0.9299,0.0,1024.4,6.2,12.2
"Row16738",0.7339,0.0,1028.4,1.5,8.9
"Row2947",0.7469,0.0,1014.9,8.8,13.3
"Row4478",0.5912,0.0,1010.8,7.7,21.1
"Row16096",0.6157,0.0,1013.5,10.3,12.8
"Row12272",,0.0,1014.2,2.6,11.7
"Row12667",,0.0,1013.2,,15.0
"Row464",,0.8,1020.7,,13.3
"Row12684",0.6998,0.0,1014.9,9.8,18.9
"Row6551",0.8664,0.0,1018.6,7.7,14.4
"Row11082",0.7151,0.0,1018.6,10.3,12.2
"Row13844",0.8384,0.0,1015.9,7.2,14.4
"Row17364",0.6334,0.0,1019.3,2.6,11.1
"Row9248",0.8568,0.0,1023.7,0.0,10.6
"Row9134",0.5961,0.0,1020.3,3.6,15.0
"Row11746",0.6932,0.0,1012.9,5.2,15.6
"Row6899",0.8692,0.5,1016.6,2.6,17.2
"Row2108",,,1020.0,10.3,12.2
"Row6374",0.4781,0.0,1016.3,7.2,22.2
"Row5603",0.6148,,1013.2,3.1,22.8
"Row1699",0.8384,0.0,1019.0,6.7,14.4
"Row9672",1.0,0.8,999.7,,10.0
"Row2241",0.8371,0.0,1019.0,6.7,13.3
"Row10143",0.7498,,1021.0,4.1,15.0
"Row17064",0.889,0.0,1018.3,0.0,6.7
"Row2345",0.8343,0.0,1018.3,8.2,15.6
"Row9610",0.7681,0.0,1020.3,,10.6
"Row13549",0.6082,,1017.6,3.6,20.0
"Row16216",0.6897,0.0,1015.6,5.7,13.9
"Row4469",0.867,0.0,1010.8,1.5,15.0
"Row5561",0.6536,0.0,1016.3,10.3,20.0
"Row4870",0.8963,0.0,1015.6,9.8,15.6
"Row7937",0.5059,0.0,1018.0,2.1,12.8
"Row14209",0.8384,0.0,1012.5,6.2,14.4
"Row16205",1.0,,1015.9,2.1,11.1
"Row4133",0.8011,,1017.3,6.2,11.1
"Row12077",,0.0,1018.0,4.6,12.2
"Row14261",0.9004,0.0,1014.2,2.1,13.3
"Row10613",0.7339,0.0,1012.2,,8.9
"Row2903",0.6897,0.0,1015.6,7.2,13.9
"Row193",0.889,0.0,,,6.7
"Row5661",0.6463,0.0,1009.5,5.2,16.7
"Row13036",0.8941,0.0,1015.9,5.2,12.8
"Row11358",0.8932,0.0,,9.8,11.7
"Row13518",0.8996,0.0,1016.6,2.1,12.2
"Row11831",0.8042,0.0,1018.3,3.6,13.3
"Row10282",0.8653,0.0,1018.0,5.2,13.3
"Row14583",0.6108,0.0,1012.2,9.3,19.4
"Row1380",0.3653,0.0,1016.7917365478716,,12.8
"Row1086",0.8965,0.0,1012.9,2.6,8.3
"Row11849",0.7517,0.0,,,16.1
"Row11980",0.8322,0.0,1013.9,5.7,13.9
"Row17301",0.9265,0.0,1015.9,,6.1
"Row15260",0.8681,0.0,1015.6,6.2,16.1
"Row13267",0.7752,0.0,1011.5,9.8,15.0
"Row5142",0.8664,0.0,1011.5,2.6,14.4
"Row11041",0.8568,0.0,1020.7,3.1,10.6
"Row12910",,0.0,1018.3,7.2,13.9
"Row15867",0.8042,0.0,1018.0,,13.3
"Row17023",0.9275,0.0,1020.7,0.0,7.8
"Row10847",,0.0,1023.0,2.1,11.7
"Row16260",0.9228,2.3,1009.8,6.2,10.6
"Row15874",0.7761,0.0,1020.3,2.6,15.6
"Row16682",,0.0,1028.1,2.1,7.2
"Row5107",0.2347,0.0,1011.2,7.2,31.7
"Row1915",0.8309,0.0,,7.2,12.8
"Row654",0.9275,0.0,1019.3,1.5,7.8
"Row16829",0.739,0.0,1012.5,3.1,11.7
"Row7323",0.4562,0.0,,5.2,15.6
"Row667",0.8011,0.0,,2.6,11.1
"Row10170",0.9004,0.0,1020.3,7.7,13.3
"Row6914",0.9012,0.0,1015.9,3.1,14.4
"Row15933",1.0,0.0,1021.0,5.2,13.9
"Row16660",0.7937,0.5,1018.6,6.2,6.1
"Row2560",0.8349,0.0,1017.3,6.2,16.1
"Row9042",0.663,0.0,1026.8,5.2,12.2
"Row13113",0.6463,0.0,1015.6,5.2,16.7
"Row11135",0.8568,0.0,1019.3,4.6,10.6
"Row4472",0.8349,0.0,1011.9,2.6,16.1
"Row513",0.737,0.0,1027.8,5.2,10.6
"Row10307",0.4576,0.0,1015.2,0.0,16.1
"Row9743",0.6792,0.0,1020.7,7.2,8.9
"Row895",0.9228,0.0,1007.8,0.0,10.6
"Row16117",0.2795,0.0,1018.0,2.6,14.4
"Row13585",0.8664,0.0,1016.3,6.2,14.4
"Row12856",0.6262,0.0,1018.6,9.8,17.2
"Row1893",0.8322,0.0,1016.7917365478716,8.8,13.9
"Row2022",0.8579,0.0,1007.8,6.2,11.7
"Row139",0.9599,2.3,1000.3,3.1,7.8
"Row7635",0.4183,0.0,1019.0,6.2,13.3
"Row1124",0.8614,,1015.2,3.1,9.4
"Row15374",0.5684,0.0,1004.1,3.1,21.1
"Row8226",0.8343,0.0,1020.0,2.6,15.6
"Row7585",0.8918,0.0,1013.2,2.1,10.0
"Row5967",,0.0,1015.6,,17.8
"Row7498",0.6438,0.0,1024.0,2.6,15.6
"Row13738",0.8066,0.0,1017.3,5.7,15.0
"Row2750",0.5427,0.0,1021.7,7.7,18.3
"Row10063",1.0,0.0,1019.3,1.5,6.7
"Row5475",0.8066,0.0,1013.9,,15.0
"Row5521",0.9012,0.0,1012.5,4.6,14.4
"Row15338",0.9303,0.0,1011.2,4.1,12.8
"Row9678",,0.0,1005.1,6.2,7.8
"Row13564",0.8057,,,3.1,14.4
"Row3426",0.6082,,1012.2,6.2,18.3
"Row8471",0.7379,0.0,1022.0,2.6,8.3
"Row10977",0.8579,0.0,1016.7917365478716,5.7,11.7
"Row5385",0.7536,0.0,1015.2,4.6,17.2
"Row2787",0.8568,0.0,1018.0,5.7,10.6
"Row17061",0.8899,,1017.6,3.1,7.8
"Row14796",0.6326,0.0,1020.3,6.7,20.0
"Row10289",0.8309,,1014.6,6.2,12.8
"Row16705",0.9275,0.0,1026.8,6.2,7.8
"Row12331",0.5377,0.0,1012.5,8.2,17.8
"Row3491",0.7054,0.0,1011.9,6.2,19.4
"Row10060",1.0,0.0,1019.0,2.1,6.1
"Row13843",0.7761,0.0,1015.9,8.2,15.6
"Row11490",0.6157,0.0,,6.7,12.8
"Row10909",0.4851,0.0,,5.7,18.9
"Row12559",0.8026,0.0,1018.0,2.1,12.2
"Row563",0.6157,0.0,1026.1,3.6,12.8
"Row7694",0.5788,,1019.0,2.6,16.1
"Row17463",0.4415,0.0,1016.3,2.6,10.6
"Row10998",0.9275,0.0,1019.3,0.0,7.8
"Row2186",0.8614,0.0,1021.0,2.6,9.4
"Row11892",0.7193,0.0,1019.6,8.2,14.4
"Row12974",0.4514,0.0,1016.6,8.2,19.4
"Row9249",0.8568,0.0,1024.4,1.5,10.6
"Row12184",0.5678,0.0,,10.8,19.4
"Row10827",0.8918,0.0,1020.0,0.0,10.0
"Row5043",0.8648,0.0,,2.1,12.8
"Row7106",0.8653,0.0,1017.6,2.6,13.3
"Row2696",0.8301,0.0,1017.6,4.1,12.2
"Row7130",0.7794,,1016.6,,14.4
"Row16474",0.4379,0.0,1021.0,12.4,8.3
"Row6870",0.8967,0.3,1015.9,3.6,16.1
"Row13204",0.8295,0.0,1012.2,1.5,11.7
"Row1455",0.6438,0.0,1021.7,2.1,15.6
"Row6040",0.7256,0.0,1012.5,11.3,17.8
"Row11495",0.7949,0.0,1013.5,5.7,10.6
"Row11811",0.7981,0.0,1017.3,4.6,12.8
"Row394",1.0,2.5,1003.7,,8.3
"Row983",0.8631,0.0,1020.3,3.1,11.1
"Row11350",0.8653,0.0,1019.6,4.1,13.3
"Row16927",,0.0,1028.1,0.0,7.2
"Row638",0.6374,0.0,1016.3,3.6,12.8
"Row14834",0.867,,1015.2,8.8,15.0
"Row6251",0.7011,,1017.6,3.1,17.2
"Row12415",0.8927,0.0,,5.2,11.1
"Row16038",0.8309,0.0,1022.4,3.1,8.3
"Row10089",0.8918,0.0,,2.6,10.0
"Row8239",,0.0,1019.3,3.1,13.3
"Row14135",0.8336,0.0,1014.9,5.2,15.0
"Row7228",0.6678,0.0,,0.0,14.4
"Row8440",0.4816,0.0,1018.3,1.5,11.7
"Row6434",,0.0,1015.6,0.0,16.1
"Row10796",0.9228,0.0,1019.0,,10.6
"Row4280",,0.0,1011.2,7.7,13.9
"Row825",0.745,0.0,1015.2,1.5,12.2
"Row4581",0.8066,0.0,1013.9,6.2,15.0
"Row1639",0.8642,0.0,1021.7,2.1,12.2
"Row12164",0.7734,0.0,,9.8,13.9
"Row14121",0.7245,0.0,1013.9,2.1,17.2
"Row5438",0.656,0.0,,6.2,21.1
"Row9691",0.7681,0.0,,,10.6
"Row1576",0.7245,0.0,1016.7917365478716,9.3,17.2
"Row6935",0.8322,0.0,,6.7,13.9
"Row8672",0.8899,0.0,1027.1,2.1,7.8
"Row9401",0.509,0.0,1016.6,4.1,13.9
"Row9886",0.739,0.8,1002.0,12.4,11.7
"Row9419",0.6851,0.0,1021.3,7.2,9.4
"Row5342",0.6326,0.0,1019.0,8.2,20.0
"Row14585",0.6301,0.0,1011.9,10.3,18.9
"Row4279",0.7981,0.0,,6.2,12.8
"Row12580",0.7725,0.0,1014.9,2.1,13.3
"Row17442",0.8323,0.0,1020.3,6.2,9.4
"Row15754",0.7707,0.0,,3.1,12.2
"Row16031",0.7681,0.0,1021.3,,10.6
"Row168",0.9281,,1003.7,4.1,8.9
"Row16505",0.5834,0.0,1025.1,5.2,10.0
"Row8310",0.889,0.0,1019.6,2.6,6.7
"Row585",0.7986,0.0,1024.0,2.1,9.4
"Row9925",0.6581,0.0,1010.5,3.6,10.0
"Row5996",0.7032,0.0,1016.3,8.2,18.3
"Row3152",0.743,0.0,1013.5,4.1,11.1
"Row16098",0.6887,0.0,1013.5,9.3,11.1
"Row8202",0.9311,3.0,1016.3,7.2,14.4
"Row4721",0.5256,0.0,1015.6,9.3,20.0
"Row11614",0.8631,0.0,1022.7,6.2,11.1
"Row6895",0.9314,0.0,1016.7917365478716,3.1,15.0
"Row5421",0.8081,0.0,1013.2,7.2,16.1
"Row7433",0.4,0.0,,6.2,18.9
"Row6779",0.7276,0.0,1014.6,3.1,18.9
"Row13612",0.8664,0.0,1015.2,2.1,14.4
"Row6245",0.9293,0.0,1016.9,2.1,11.1
"Row4427",0.6326,0.0,1008.5,2.6,20.0
"Row9504",,0.0,1026.8,2.1,6.7
"Row10026",0.6828,0.0,1023.7,8.2,10.6
"Row1817",,0.0,1018.0,7.2,16.7
"Row9333",0.7986,0.0,1012.9,6.2,9.4
"Row7517",0.7725,0.0,1018.0,4.1,13.3
"Row9466",0.7399,0.0,1027.1,2.6,9.4
"Row16600",0.4677,0.0,1023.7,0.0,12.8
"Row5955",0.8336,0.0,1012.2,4.6,15.0
"Row8861",0.9275,0.0,1022.7,2.6,7.8
"Row5916",,0.0,1018.6,7.2,18.3
"Row9694",0.8608,0.0,1020.7,,8.9
"Row12826",0.6015,0.0,1014.6,,17.2
"Row533",0.8513,0.0,1025.1,,5.6
"Row4184",0.55,,1012.2,2.1,21.1
"Row5022",0.8384,0.0,1016.3,,14.4
"Row10954",0.7794,0.0,,6.7,14.4
"Row10548",0.7183,0.0,1019.3,5.2,13.9
"Row6812",0.7786,0.0,1019.0,3.1,17.2
"Row17452",1.0,0.0,1019.3,3.1,4.4
"Row12062",0.6262,0.0,,3.1,17.2
"Row8844",,0.0,1021.7,2.6,10.0
"Row123",0.8875,0.5,1009.8,3.1,5.0
"Row6422",0.5154,0.0,1015.2,4.1,23.9
"Row13145",0.6301,0.0,,8.8,18.9
"Row10391",0.8631,,1020.7,2.1,11.1
"Row9253",0.6424,,,2.6,15.0
"Row17082",0.8974,0.0,1020.3,1.5,9.4
"Row6327",,0.0,1012.9,9.3,20.0
"Row16118",0.3135,0.0,,6.2,13.9
"Row15505",0.7478,0.0,1015.2,2.6,16.7
"Row15093",0.862,0.0,1014.2,7.2,15.6
"Row4413",0.6691,0.0,1008.1,,15.0
"Row17099",0.9602,1.0,1018.3,5.2,8.9
"Row4843",0.5791,0.0,1015.2,10.3,17.8
"Row8216",0.9676,0.3,1020.0,1.5,12.2
"Row1630",0.8042,0.0,,4.1,13.3
"Row16495",0.7829,,1026.8,1.5,2.8
"Row8107",0.8026,0.0,1021.0,4.1,12.2
"Row13769",0.6738,0.0,1014.2,8.8,17.2
"Row16352",0.6061,0.0,1023.7,0.0,8.9
"Row14403",0.8659,0.0,1016.6,2.1,13.9
"Row6418",0.7536,0.0,1016.9,3.6,17.2
"Row14852",0.8066,0.0,1014.6,13.4,15.0
"Row1341",0.7399,0.0,1015.2,7.7,9.4
"Row16111",,0.0,1016.9,2.1,7.2
"Row4383",0.5628,0.0,1009.8,17.5,18.9
"Row4695",0.5858,0.0,1016.6,10.3,18.9
"Row14486",0.6301,0.0,1015.9,8.2,18.9
"Row14005",,0.0,1012.2,8.8,22.2
"Row13771",0.7459,0.0,1013.5,7.2,15.6
"Row5518",0.9012,0.0,,8.2,14.4
"Row7735",,0.0,1026.8,4.1,9.4
"Row1721",0.6932,0.0,1014.6,6.2,15.6
"Row15156",0.7086,,1015.2,3.1,21.1
"Row7788",0.6875,,1016.7917365478716,2.1,12.8
"Row4814",,0.0,1016.9,8.2,19.4
"Row11873",0.6954,0.0,1016.3,9.8,16.7
"Row8032",0.7488,,1028.8,,14.4
"Row4048",0.3359,0.0,1011.9,8.8,29.4
"Row17461",0.4767,0.0,1017.3,0.0,10.0
"Row11229",0.8288,0.0,1014.6,5.7,11.1
"Row9929",0.6567,0.0,1010.8,6.2,9.4
"Row11458",0.7981,0.0,1009.5,5.2,12.8
"Row7048",0.5858,0.0,1019.0,7.2,18.9
"Row7297",0.9293,0.0,1015.9,3.1,11.1
"Row3718",0.7734,0.0,1007.8,7.7,13.9
"Row15038",0.6536,0.0,1013.9,6.7,20.0
"Row17320",0.8323,0.0,1010.2,3.6,9.4
"Row9920",0.8245,1.0,1010.2,3.6,7.8
"Row6852",0.7054,0.0,1018.0,3.6,19.4
"Row7459",0.8653,,1014.2,7.2,13.3
"Row1208",0.6556,0.0,1008.1,6.7,8.9
"Row4710",0.8932,,1015.2,2.6,11.7
"Row9288",0.9303,1.0,1012.9,3.1,12.8
"Row9093",0.8918,0.0,1019.6,2.1,10.0
"Row8961",0.8974,,1023.4,3.6,9.4
"Row14547",0.8659,0.0,1013.9,4.1,13.9
"Row6332",0.8042,0.0,,7.7,13.3
"Row5654",0.4334,0.0,1011.2,9.3,25.6
"Row822",0.8974,0.0,1014.9,2.1,9.4
"Row333",0.7714,0.0,1016.6,1.5,9.4
"Row7304",0.9305,0.0,1017.6,1.5,13.3
"Row12937",0.8579,,1017.6,6.7,11.7
"Row5492",0.7536,0.0,1012.5,5.7,17.2
"Row15519",0.3372,0.0,,6.7,26.7
"Row627",0.9663,,1016.3,1.5,7.2
"Row8127",0.6374,0.0,1016.9,7.7,12.8
"Row10434",0.6678,0.0,1021.7,9.3,14.4
"Row11850",0.8066,0.0,1016.9,7.7,15.0
"Row11969",0.6438,0.0,1013.2,10.8,15.6
"Row94",0.8208,0.0,1016.9,,5.0
"Row7175",0.5377,0.0,1016.3,0.0,17.8
"Row14479",0.8996,0.0,1015.2,4.1,12.2
"Row262",0.8875,0.0,1016.7917365478716,2.6,5.0
"Row12113",0.5764,0.0,1017.3,11.8,16.7
"Row14973",0.8066,,1012.2,9.3,15.0
"Row116",0.8875,0.5,1013.2,5.2,5.0
"Row5454",0.9004,0.0,1014.6,3.1,13.3
"Row4090",0.7517,0.0,1011.9,6.7,16.1
"Row8391",0.7119,0.0,1019.6,3.1,10.6
"Row5432",0.8967,0.0,1014.6,5.7,16.1
"Row901",0.805,0.0,1003.4,4.1,13.9
"Row2907",0.8301,0.0,1014.9,5.2,12.2
"Row15339",0.9676,0.0,1011.2,4.1,12.2
"Row54",0.9649,,1023.0,2.1,2.2
"Row6060",0.7786,0.0,,6.2,17.2
"Row306",0.9614,,1001.4,5.7,12.8
"Row7929",0.5658,,1021.3,,11.1
"Row1960",0.867,0.3,1016.7917365478716,4.1,15.0
"Row6987",0.9293,0.0,1019.3,2.6,11.1
"Row4579",0.6301,0.0,1013.2,7.7,18.9
"Row3472",0.4145,0.0,1012.9,8.2,23.9
"Row1014",0.9275,0.0,,3.1,7.8
"Row6726",0.8301,0.0,1013.9,2.6,12.2
"Row2625",0.4741,0.0,1018.0,5.7,15.0
"Row14365",0.7031,0.0,1014.9,4.1,20.6
"Row5298",,0.0,1016.9,,19.4
"Row8644",0.9275,0.0,1019.3,3.1,7.8
"Row11696",0.8932,0.0,1018.6,4.1,11.7
"Row7530",0.8371,1.0,1012.2,4.1,13.3
"Row7218",0.2553,0.0,1010.8,5.2,21.7
"Row9074",0.859,0.0,,1.5,7.2
"Row7977",0.9309,0.3,1015.9,5.2,13.9
"Row10878",,0.0,,,10.6
"Row14270",0.5861,0.0,1015.2,9.3,20.6
"Row8437",0.4448,0.0,1019.3,5.2,11.7
"Row10077",0.9228,0.0,,5.2,10.6
"Row1379",0.396,0.0,1016.7917365478716,3.1,12.8
"Row11311",0.8996,0.0,1020.0,,12.2
"Row8659",0.6404,0.0,,2.1,12.2
"Row10936",0.6989,0.0,1019.3,9.8,16.1
"Row11859",0.9293,0.0,1017.3,,11.1
"Row7538",,0.0,1012.2,4.1,12.8
"Row4",0.9004,5.6,1010.5,10.8,13.3
"Row10320",0.8932,0.0,1016.3,4.1,11.7
"Row486",1.0,,1023.7,4.1,10.0
"Row1816",0.7478,0.0,1018.0,,16.7
"Row8187",0.8336,0.0,1015.2,6.7,15.0
"Row15978",0.6932,0.0,1015.9,8.2,15.6
"Row6622",0.8653,0.0,1016.3,6.2,13.3
"Row3534",0.8648,0.0,1014.6,2.6,12.8
"Row14223",0.3746,0.0,,10.3,25.6
"Row4926",0.8958,0.0,1013.9,2.1,15.0
"Row9862",0.8281,0.0,1016.3,3.1,10.6
"Row6686",0.6488,0.0,1019.3,6.7,17.8
"Row9650",0.9673,0.0,1002.7,4.6,11.1
"Row7269",0.7778,0.0,1017.3,1.5,16.7
"Row6589",0.7517,0.0,1016.9,8.2,16.1
"Row10917",0.8579,0.0,1021.3,5.2,11.7
"Row9958",0.8965,1.0,1008.1,4.6,8.3
"Row6527",0.8384,,1015.2,5.2,14.4
"Row15343",0.9676,0.0,1011.9,4.1,12.2
"Row2171",0.6691,,1020.0,6.2,15.0
"Row9871",0.8011,0.0,1015.2,3.1,11.1
"Row12000",0.8295,0.0,1016.3,,11.7
"Row2302",0.9004,0.0,1020.0,3.1,13.3
"Row17044",1.0,0.0,1014.9,3.1,8.9
"Row7205",0.6932,,1015.2,1.5,13.3
"Row11586",0.6208,0.0,,8.2,16.7
"Row7753",0.6089,0.0,1024.4,2.1,10.0
"Row6023",0.9004,0.0,1013.9,4.1,13.3
"Row6950",0.6108,0.0,1014.6,2.1,19.4
"Row11502",0.8281,0.0,1009.5,8.8,10.6
"Row838",0.4975,0.0,1011.2,1.5,16.1
"Row15604",0.8932,0.0,1011.5,6.2,11.7
"Row7001",0.5143,0.0,1018.3,5.2,22.2
"Row3470",0.4781,0.0,1016.7917365478716,5.2,22.2
"Row63",0.3577,,1023.0,2.1,9.4
"Row7126",0.6954,0.0,1016.3,2.1,16.7
"Row4033",0.7478,0.0,1010.2,4.6,16.7
"Row1914",0.8042,0.0,,7.7,13.3
"Row12868",0.8932,0.0,1017.6,4.1,11.7
"Row12686",,0.0,1014.6,10.8,17.2
"Row13677",0.7478,0.0,1018.3,,16.7
"Row3228",0.5406,0.0,1015.2,4.6,18.9
"Row16792",0.8322,0.0,1016.6,5.2,13.9
"Row2180",0.745,0.0,1021.0,9.8,12.2
"Row2927",0.7717,0.0,1015.2,8.2,12.8
"Row5184",0.8356,0.0,1017.6,,16.7
"Row9844",0.9666,0.0,,,8.3
"Row12325",0.4929,0.0,1015.6,10.3,21.7
"Row1827",0.9303,0.0,1019.6,2.6,12.8
"Row5517",0.867,0.0,1011.9,7.2,15.0
"Row6088",0.675,0.0,1013.9,11.8,17.8
"Row13577",0.6542,0.0,1016.6,8.2,18.3
"Row7676",0.7151,0.0,1019.0,2.1,12.2
"Row8373",0.8608,0.0,1016.7917365478716,2.6,8.9
"Row2902",0.6954,0.0,,,14.4
"Row17110",0.9281,0.0,1020.0,4.6,8.9
"Row7662",,0.0,1020.3,1.5,6.1
"Row12146",0.8295,0.0,1014.6,4.1,11.7
"Row4209",0.5359,0.0,1011.5,3.1,23.9
"Row16444",0.8288,0.3,,6.2,11.1
"Row12145",0.8579,0.0,1014.6,5.2,11.7
"Row11018",0.8974,0.0,1017.6,,9.4
"Row1074",,0.0,1012.9,6.7,12.2
"Row12370",0.7225,0.0,1016.9,6.7,16.1
"Row11926",0.8295,0.0,1015.6,9.3,11.7
"Row1404",0.6932,0.0,,4.6,13.3
"Row11149",0.5197,0.0,1020.7,,17.8
"Row248",0.9586,0.0,1017.6,1.5,3.9
"Row10664",0.8309,,1022.0,2.6,12.8
"Row13876",0.9004,0.0,1016.9,6.2,13.3
"Row16813",0.6169,0.0,1015.9,,13.3
"Row5986",0.7795,0.0,1019.0,3.6,17.8
"Row9110",0.6424,,1016.7917365478716,2.1,15.0
"Row13176",0.7469,0.0,1012.2,4.6,13.3
"Row6803",0.7054,0.0,1018.3,2.6,19.4
"Row14466",0.6738,0.0,1013.9,10.3,17.2
"Row9140",0.4879,,1021.0,1.5,13.9
"Row114",0.8513,,1013.2,4.6,5.6
"Row829",0.5975,0.0,1012.5,2.1,15.6
"Row16804",0.8932,0.0,1016.3,4.1,11.7
"Row2605",,0.0,1019.0,2.1,20.0
"Row10540",0.9004,0.0,1015.9,5.2,13.3
"Row13221",0.7204,0.0,1014.6,6.2,15.0
"Row573",0.6816,0.0,1023.4,2.1,10.0
"Row14618",0.7794,0.0,1013.5,2.1,14.4
"Row2308",0.9293,0.0,,3.1,11.1
"Row12888",,0.0,1017.6,5.7,12.8
"Row4196",0.1765,,1010.2,8.2,30.0
"Row6714",0.6029,0.0,1016.7917365478716,7.7,17.8
"Row10433",,0.0,1021.3,11.3,15.6
"Row3038",0.5006,0.0,1020.0,12.4,17.2
"Row16987",0.6074,0.0,,3.1,9.4
"Row11644",0.8568,0.0,1018.3,4.1,10.6
