"row ID","Humidity Fraction","Precipitation One Hour (mm)","Pressure Altimeter (mbar)","Temperature (C)","Wind Speed (m/s)","Date and time"
"Row16145",0.4104,0.0,1018.3,11.7,4.6,"1994-11-04T17:00:00"
"Row16146",0.518,0.3,1017.3,10.6,5.2,"1994-11-04T18:00:00"
"Row16147",0.518,0.0,1017.3,10.6,6.2,"1994-11-04T19:00:00"
"Row16148",0.6334,0.0,1016.9,11.1,8.8,"1994-11-04T20:00:00"
"Row16149",0.5658,0.0,1016.9,11.1,4.1,"1994-11-04T21:00:00"
"Row16150",0.5658,0.3,1016.9,11.1,2.1,"1994-11-04T22:00:00"
"Row16151",0.737,0.8,1016.6,10.6,5.2,"1994-11-04T23:00:00"
"Row16152",0.9228,0.8,1016.3,10.6,6.2,"1994-11-05T00:00:00"
"Row16153",0.9293,0.3,1015.6,11.1,5.7,"1994-11-05T01:00:00"
"Row16154",0.9297,0.5,1014.6,11.7,7.7,"1994-11-05T02:00:00"
"Row16155",1.0,1.5,1013.9,11.1,7.2,"1994-11-05T03:00:00"
"Row16156",0.9611,1.5,1013.5,11.7,7.7,"1994-11-05T04:00:00"
"Row16157",0.9611,1.0,1013.2,11.7,8.2,"1994-11-05T05:00:00"
"Row16158",1.0,2.0,1012.9,11.7,8.2,"1994-11-05T06:00:00"
"Row16159",0.9611,2.5,1012.9,11.7,7.2,"1994-11-05T07:00:00"
"Row16160",1.0,1.8,1013.2,11.7,5.2,"1994-11-05T08:00:00"
"Row16161",0.9676,1.0,1013.9,12.2,6.2,"1994-11-05T09:00:00"
"Row16162",0.9303,1.0,1013.5,12.8,7.2,"1994-11-05T10:00:00"
"Row16163",0.9679,0.5,1013.9,13.3,6.2,"1994-11-05T11:00:00"
"Row16164",0.9004,0.5,1013.2,13.3,6.7,"1994-11-05T12:00:00"
"Row16165",0.9679,0.8,1012.5,13.3,7.2,"1994-11-05T13:00:00"
"Row16166",0.9679,0.8,1012.2,13.3,6.2,"1994-11-05T14:00:00"
"Row16167",0.9617,1.3,1012.2,13.9,4.6,"1994-11-05T15:00:00"
"Row16168",1.0,1.5,1011.9,13.3,5.2,"1994-11-05T16:00:00"
"Row16169",1.0,1.8,1011.5,12.8,4.1,"1994-11-05T17:00:00"
"Row16170",1.0,2.3,1011.5,13.3,4.1,"1994-11-05T18:00:00"
"Row16171",1.0,2.8,1011.5,13.3,4.6,"1994-11-05T19:00:00"
"Row16172",1.0,4.1,1011.5,13.3,4.6,"1994-11-05T20:00:00"
"Row16173",1.0,3.8,1011.5,13.3,6.2,"1994-11-05T21:00:00"
"Row16174",1.0,5.6,1011.5,13.3,4.1,"1994-11-05T22:00:00"
"Row16175",1.0,9.7,1011.5,13.3,4.1,"1994-11-05T23:00:00"
"Row16176",1.0,5.8,1011.5,13.3,3.1,"1994-11-06T00:00:00"
"Row16177",1.0,3.8,1011.2,12.2,5.2,"1994-11-06T01:00:00"
"Row16178",1.0,3.8,1011.2,11.1,10.3,"1994-11-06T02:00:00"
"Row16179",1.0,2.0,1011.5,10.6,10.3,"1994-11-06T03:00:00"
"Row16180",1.0,1.0,1012.2,11.1,7.2,"1994-11-06T04:00:00"
"Row16181",1.0,0.3,1012.9,11.1,6.2,"1994-11-06T05:00:00"
"Row16182",1.0,0.8,1013.5,11.1,6.2,"1994-11-06T06:00:00"
"Row16183",1.0,1.5,1014.6,11.1,6.7,"1994-11-06T07:00:00"
"Row16184",1.0,1.8,1015.2,11.1,6.2,"1994-11-06T08:00:00"
"Row16185",1.0,0.8,1015.9,11.1,5.2,"1994-11-06T09:00:00"
"Row16186",1.0,1.5,1016.6,11.1,4.1,"1994-11-06T10:00:00"
"Row16187",0.9611,1.3,1016.3,11.7,3.6,"1994-11-06T11:00:00"
"Row16188",0.9611,0.3,1015.9,11.7,4.6,"1994-11-06T12:00:00"
"Row16189",0.9676,0.3,1015.2,12.2,5.2,"1994-11-06T13:00:00"
"Row16190",0.9676,0.0,1014.6,12.2,4.6,"1994-11-06T14:00:00"
"Row16191",0.9303,0.0,1014.6,12.8,2.1,"1994-11-06T15:00:00"
"Row16192",0.9004,0.0,1014.9,13.3,0.0,"1994-11-06T16:00:00"
"Row16193",0.9676,0.5,1015.2,12.2,5.2,"1994-11-06T17:00:00"
"Row16194",1.0,0.5,1014.9,11.7,6.7,"1994-11-06T18:00:00"
"Row16195",1.0,0.3,1015.2,11.7,2.1,"1994-11-06T19:00:00"
"Row16196",0.9299,0.0,1015.6,12.2,1.5,"1994-11-06T20:00:00"
"Row16197",1.0,0.5,1015.9,11.7,2.1,"1994-11-06T21:00:00"
"Row16198",1.0,0.3,1016.3,11.1,4.1,"1994-11-06T22:00:00"
"Row16199",1.0,1.0,1016.6,11.1,5.2,"1994-11-06T23:00:00"
"Row16200",0.9673,0.8,1016.6,11.1,0.0,"1994-11-07T00:00:00"
"Row16201",0.9673,0.5,1016.3,11.1,0.0,"1994-11-07T01:00:00"
"Row16202",1.0,0.5,1016.3,11.1,1.5,"1994-11-07T02:00:00"
"Row16203",1.0,0.3,1016.3,11.1,0.0,"1994-11-07T03:00:00"
"Row16204",1.0,0.0,1015.6,11.1,0.0,"1994-11-07T04:00:00"
"Row16205",1.0,0.0,1015.9,11.1,2.1,"1994-11-07T05:00:00"
"Row16206",0.9611,0.0,1016.3,11.7,2.1,"1994-11-07T06:00:00"
"Row16207",0.9673,0.0,1016.3,11.1,3.1,"1994-11-07T07:00:00"
"Row16208",0.9297,0.0,1016.9,11.7,4.1,"1994-11-07T08:00:00"
"Row16209",0.8996,0.0,1016.9,12.2,4.6,"1994-11-07T09:00:00"
"Row16210",0.8996,0.0,1017.3,12.2,5.2,"1994-11-07T10:00:00"
"Row16211",0.8371,0.0,1017.3,13.3,4.6,"1994-11-07T11:00:00"
"Row16212",0.7734,0.0,1016.9,13.9,0.0,"1994-11-07T12:00:00"
"Row16213",0.7204,0.0,1016.3,15.0,2.1,"1994-11-07T13:00:00"
"Row16214",0.7794,0.0,1016.3,14.4,6.2,"1994-11-07T14:00:00"
"Row16215",0.7429,0.0,1015.9,13.9,6.2,"1994-11-07T15:00:00"
"Row16216",0.6897,0.0,1015.6,13.9,5.7,"1994-11-07T16:00:00"
"Row16217",0.745,0.0,1015.9,12.2,7.2,"1994-11-07T17:00:00"
"Row16218",0.8288,0.0,1015.9,11.1,4.1,"1994-11-07T18:00:00"
"Row16219",0.739,0.0,1016.6,11.7,5.7,"1994-11-07T19:00:00"
"Row16220",0.7949,0.0,1016.6,10.6,4.6,"1994-11-07T20:00:00"
"Row16221",0.7119,0.0,1016.9,10.6,3.6,"1994-11-07T21:00:00"
"Row16222",0.7949,0.0,1017.6,10.6,3.1,"1994-11-07T22:00:00"
"Row16223",0.862,0.0,1018.0,10.0,4.1,"1994-11-07T23:00:00"
"Row16224",0.8965,0.0,1018.0,8.3,2.1,"1994-11-08T00:00:00"
"Row16225",0.8974,0.0,1018.3,9.4,0.0,"1994-11-08T01:00:00"
"Row16226",0.9275,0.0,1018.6,7.8,0.0,"1994-11-08T02:00:00"
"Row16227",0.8899,0.0,1019.0,7.8,2.1,"1994-11-08T03:00:00"
"Row16228",0.9599,0.0,1019.0,7.8,2.1,"1994-11-08T04:00:00"
"Row16229",0.9663,0.0,1019.0,7.2,1.5,"1994-11-08T05:00:00"
"Row16230",0.9595,0.0,1019.0,6.7,3.1,"1994-11-08T06:00:00"
"Row16231",0.9663,0.0,1019.6,7.2,1.5,"1994-11-08T07:00:00"
"Row16232",0.9284,0.0,1020.3,9.4,0.0,"1994-11-08T08:00:00"
"Row16233",0.7965,0.0,1021.0,11.7,1.5,"1994-11-08T09:00:00"
"Row16234",0.7707,0.0,1021.3,12.2,4.6,"1994-11-08T10:00:00"
"Row16235",0.6654,0.0,1021.3,13.3,3.1,"1994-11-08T11:00:00"
"Row16236",0.6399,0.0,1020.7,13.9,5.2,"1994-11-08T12:00:00"
"Row16237",0.5961,0.0,1020.3,15.0,5.7,"1994-11-08T13:00:00"
"Row16238",0.4741,0.0,1019.6,15.0,5.2,"1994-11-08T14:00:00"
"Row16239",0.4741,0.0,1019.3,15.0,5.2,"1994-11-08T15:00:00"
"Row16240",0.5322,0.0,1018.6,14.4,4.1,"1994-11-08T16:00:00"
"Row16241",0.4896,0.0,1018.3,13.3,2.1,"1994-11-08T17:00:00"
"Row16242",0.5468,0.0,1018.3,12.8,2.6,"1994-11-08T18:00:00"
"Row16243",0.6605,0.0,1018.3,11.1,2.1,"1994-11-08T19:00:00"
"Row16244",0.7141,0.0,1018.3,11.7,4.1,"1994-11-08T20:00:00"
"Row16245",0.8011,0.0,1018.0,11.1,4.1,"1994-11-08T21:00:00"
"Row16246",0.743,0.0,1017.6,11.1,3.6,"1994-11-08T22:00:00"
"Row16247",0.6334,0.0,1016.6,11.1,4.1,"1994-11-08T23:00:00"
"Row16248",0.6605,0.0,1015.9,11.1,5.2,"1994-11-09T00:00:00"
"Row16249",0.5211,0.0,1015.6,11.7,4.6,"1994-11-09T01:00:00"
"Row16250",0.4816,0.0,1014.9,11.7,9.3,"1994-11-09T02:00:00"
"Row16251",0.5438,0.0,1013.9,11.7,11.3,"1994-11-09T03:00:00"
"Row16252",0.6348,0.0,1012.5,11.7,9.8,"1994-11-09T04:00:00"
"Row16253",0.6619,0.0,1011.9,11.7,12.4,"1994-11-09T05:00:00"
"Row16254",0.739,0.0,1010.8,11.7,8.2,"1994-11-09T06:00:00"
"Row16255",0.7965,0.0,1010.5,11.7,8.8,"1994-11-09T07:00:00"
"Row16256",0.7151,0.0,1010.2,12.2,7.2,"1994-11-09T08:00:00"
"Row16257",0.7717,0.0,1008.8,12.8,10.8,"1994-11-09T09:00:00"
"Row16258",0.8026,0.0621152418479811,1008.5,12.2,8.8,"1994-11-09T10:00:00"
"Row16259",0.8653,0.3,1007.8,13.3,9.8,"1994-11-09T11:00:00"
"Row16260",0.9228,2.3,1009.8,10.6,6.2,"1994-11-09T12:00:00"
"Row16261",0.9606,2.0,1009.5,10.0,0.0,"1994-11-09T13:00:00"
"Row16262",0.9607,2.0,1009.5,10.6,2.1,"1994-11-09T14:00:00"
"Row16263",0.9606,4.3,1009.5,10.0,1.5,"1994-11-09T15:00:00"
"Row16264",0.9287,3.0,1009.5,10.0,2.1,"1994-11-09T16:00:00"
"Row16265",0.9287,1.0,1009.1,10.0,4.6,"1994-11-09T17:00:00"
"Row16266",0.9669,0.8,1009.5,9.4,5.2,"1994-11-09T18:00:00"
"Row16267",0.8965,2.8,1010.2,8.3,4.1,"1994-11-09T19:00:00"
"Row16268",0.9281,0.5,1010.2,8.9,5.2,"1994-11-09T20:00:00"
"Row16269",0.9666,0.0,1010.2,8.3,3.6,"1994-11-09T21:00:00"
"Row16270",0.9666,0.0,1010.5,8.3,2.6,"1994-11-09T22:00:00"
"Row16271",0.9278,0.8,1010.5,8.3,2.1,"1994-11-09T23:00:00"
"Row16272",0.8965,0.5,1010.5,8.3,4.1,"1994-11-10T00:00:00"
"Row16273",0.9275,0.0,1010.2,7.8,3.1,"1994-11-10T01:00:00"
"Row16274",0.9272,0.0,1009.8,7.2,1.5,"1994-11-10T02:00:00"
"Row16275",0.8956,0.0,1009.5,7.2,2.1,"1994-11-10T03:00:00"
"Row16276",0.859,0.0,1009.5,7.2,2.1,"1994-11-10T04:00:00"
"Row16277",0.859,0.0,1009.8,7.2,0.0,"1994-11-10T05:00:00"
"Row16278",1.0,0.0,1010.2,5.0,1.5,"1994-11-10T06:00:00"
"Row16279",1.0,0.0,1010.2,5.0,1.5,"1994-11-10T07:00:00"
"Row16280",0.9269,0.0,1010.8,6.7,0.0,"1994-11-10T08:00:00"
"Row16281",0.8909,0.0,1010.8,8.9,3.6,"1994-11-10T09:00:00"
"Row16282",0.7995,0.0,1010.8,10.0,4.1,"1994-11-10T10:00:00"
"Row16283",0.7949,0.0,1010.8,10.6,3.1,"1994-11-10T11:00:00"
"Row16284",0.6619,0.0,1010.2,11.7,3.1,"1994-11-10T12:00:00"
"Row16285",0.7141,0.0,1009.8,11.7,4.1,"1994-11-10T13:00:00"
"Row16286",0.663,0.0,1009.8,12.2,3.1,"1994-11-10T14:00:00"
"Row16287",0.6404,0.0,1009.8,12.2,3.1,"1994-11-10T15:00:00"
"Row16288",0.589,0.0,1009.8,12.2,3.1,"1994-11-10T16:00:00"
"Row16289",0.5878,0.0,1010.2,11.7,4.6,"1994-11-10T17:00:00"
"Row16290",0.7119,0.0,1010.8,10.6,6.7,"1994-11-10T18:00:00"
"Row16291",0.7107,0.0,1011.2,10.0,4.1,"1994-11-10T19:00:00"
"Row16292",0.6816,0.0,1011.5,10.0,2.6,"1994-11-10T20:00:00"
"Row16293",0.7714,0.0,1011.9,9.4,2.6,"1994-11-10T21:00:00"
"Row16294",0.797,0.0,1012.2,8.3,2.1,"1994-11-10T22:00:00"
"Row16295",0.8245,0.0,1012.5,7.8,3.1,"1994-11-10T23:00:00"
"Row16296",0.889,0.0,1015.6,6.7,1.5,"1994-11-11T00:00:00"
"Row16297",0.9265,0.0,1012.5,6.1,2.1,"1994-11-11T01:00:00"
"Row16298",0.9265,0.0,1012.5,6.1,2.1,"1994-11-11T02:00:00"
"Row16299",0.9198,0.0,1012.5,5.6,2.1,"1994-11-11T03:00:00"
"Row16300",0.9595,0.0,1012.5,6.7,1.5,"1994-11-11T04:00:00"
"Row16301",1.0,0.0,1012.9,6.1,0.0,"1994-11-11T05:00:00"
"Row16302",0.966,0.0,1012.9,6.1,2.1,"1994-11-11T06:00:00"
"Row16303",1.0,0.0,1013.5,5.6,2.1,"1994-11-11T07:00:00"
"Row16304",0.9275,0.0,1013.5,7.8,0.0,"1994-11-11T08:00:00"
"Row16305",0.8909,0.0,1013.5,8.9,1.5,"1994-11-11T09:00:00"
"Row16306",0.8274,0.0,1013.5,10.0,3.6,"1994-11-11T10:00:00"
"Row16307",0.7689,0.0,1013.2,11.1,3.6,"1994-11-11T11:00:00"
"Row16308",0.739,0.0,1011.9,11.7,3.1,"1994-11-11T12:00:00"
"Row16309",0.643,0.0,1011.5,13.3,4.6,"1994-11-11T13:00:00"
"Row16310",0.5716,0.0,1011.2,13.3,4.6,"1994-11-11T14:00:00"
"Row16311",0.5292,0.0,1011.2,13.3,5.7,"1994-11-11T15:00:00"
"Row16312",0.7151,0.0,1011.2,12.2,5.7,"1994-11-11T16:00:00"
"Row16313",0.7689,0.0,1010.8,11.1,3.1,"1994-11-11T17:00:00"
"Row16314",0.8011,0.0,1010.8,11.1,4.1,"1994-11-11T18:00:00"
"Row16315",0.8011,0.0,1010.8,11.1,4.1,"1994-11-11T19:00:00"
"Row16316",0.8281,0.0,1011.2,10.6,4.1,"1994-11-11T20:00:00"
"Row16317",0.7949,0.0,1011.2,10.6,2.6,"1994-11-11T21:00:00"
"Row16318",0.8274,0.0,1011.2,10.0,3.1,"1994-11-11T22:00:00"
"Row16319",0.7995,0.0,1011.2,10.0,2.1,"1994-11-11T23:00:00"
"Row16320",0.8974,0.0,1010.8,9.4,3.1,"1994-11-12T00:00:00"
"Row16321",0.8909,0.0,1010.8,8.9,2.6,"1994-11-12T01:00:00"
"Row16322",0.8614,0.0,1010.8,9.4,1.5,"1994-11-12T02:00:00"
"Row16323",0.8614,0.0,1010.5,9.4,1.5,"1994-11-12T03:00:00"
"Row16324",0.8909,0.0,1010.5,8.9,2.1,"1994-11-12T04:00:00"
"Row16325",0.9281,0.0,1010.8,8.9,0.0,"1994-11-12T05:00:00"
"Row16326",0.9599,0.0,1011.5,7.8,1.5,"1994-11-12T06:00:00"
"Row16327",0.9281,0.0,1011.9,8.9,0.0,"1994-11-12T07:00:00"
"Row16328",0.862,0.0,1012.2,10.0,0.0,"1994-11-12T08:00:00"
"Row16329",0.8288,0.0,1012.9,11.1,1.5,"1994-11-12T09:00:00"
"Row16330",0.7965,0.0,1013.5,11.7,5.2,"1994-11-12T10:00:00"
"Row16331",0.7965,0.0,1013.9,11.7,7.2,"1994-11-12T11:00:00"
"Row16332",0.7172,0.0,1013.2,13.3,8.8,"1994-11-12T12:00:00"
"Row16333",0.7162,0.0,1012.9,12.8,7.7,"1994-11-12T13:00:00"
"Row16334",0.6169,0.0,1012.9,13.3,9.8,"1994-11-12T14:00:00"
"Row16335",0.5731,0.0,1013.2,13.9,7.7,"1994-11-12T15:00:00"
"Row16336",0.6169,0.0,1013.9,13.3,7.2,"1994-11-12T16:00:00"
"Row16337",0.6909,0.0,1014.9,12.2,3.6,"1994-11-12T17:00:00"
"Row16338",0.743,0.0,1015.9,11.1,0.0,"1994-11-12T18:00:00"
"Row16339",0.7995,0.0,1016.9,10.0,3.6,"1994-11-12T19:00:00"
"Row16340",0.7681,0.0,1018.0,10.6,4.1,"1994-11-12T20:00:00"
"Row16341",0.7986,0.0,1018.6,9.4,3.1,"1994-11-12T21:00:00"
"Row16342",0.7986,0.0,1019.0,9.4,2.6,"1994-11-12T22:00:00"
"Row16343",0.826,0.0,1019.3,8.9,0.0,"1994-11-12T23:00:00"
"Row16344",0.8597,0.0,1020.0,7.8,1.5,"1994-11-13T00:00:00"
"Row16345",0.8597,0.0,1020.3,7.8,0.0,"1994-11-13T01:00:00"
"Row16346",0.8885,0.0,1021.0,6.1,2.6,"1994-11-13T02:00:00"
"Row16347",0.741,0.0,1021.0,10.0,5.2,"1994-11-13T03:00:00"
"Row16348",0.7379,0.0,1021.0,8.3,0.0,"1994-11-13T04:00:00"
"Row16349",0.6542,0.0,1021.7,8.3,2.1,"1994-11-13T05:00:00"
"Row16350",0.5832,0.0,1022.0,8.3,0.0,"1994-11-13T06:00:00"
"Row16351",0.6282,0.0,1022.7,8.9,4.1,"1994-11-13T07:00:00"
"Row16352",0.6061,0.0,1023.7,8.9,0.0,"1994-11-13T08:00:00"
"Row16353",0.5862,0.0,1024.4,11.1,2.6,"1994-11-13T09:00:00"
"Row16354",0.5438,0.0,1025.1,11.7,2.1,"1994-11-13T10:00:00"
"Row16355",0.5262,0.0,1024.7,12.2,1.5,"1994-11-13T11:00:00"
"Row16356",0.3408,0.0,1024.4,13.3,1.5,"1994-11-13T12:00:00"
"Row16357",0.2781,0.0,1024.0,13.9,1.5,"1994-11-13T13:00:00"
"Row16358",0.3554,0.0,1023.7,13.9,2.1,"1994-11-13T14:00:00"
"Row16359",0.3293,0.0,1023.4,14.4,2.1,"1994-11-13T15:00:00"
"Row16360",0.3401,0.0,1023.7,13.9,2.1,"1994-11-13T16:00:00"
"Row16361",0.6088,0.0,1023.7,11.7,5.2,"1994-11-13T17:00:00"
"Row16362",0.7671,0.0,1023.7,10.0,5.7,"1994-11-13T18:00:00"
"Row16363",0.7986,0.0,1024.0,9.4,5.2,"1994-11-13T19:00:00"
"Row16364",0.826,0.0,1024.4,8.9,3.6,"1994-11-13T20:00:00"
"Row16365",0.7643,0.0,1024.7,8.3,3.1,"1994-11-13T21:00:00"
"Row16366",0.7907,0.0,1024.7,7.8,1.5,"1994-11-13T22:00:00"
"Row16367",0.8231,0.0,1024.7,6.7,2.1,"1994-11-13T23:00:00"
"Row16368",0.789,0.0,1025.1,6.7,0.0,"1994-11-14T00:00:00"
"Row16369",0.8578,0.0,1024.7,6.1,0.0,"1994-11-14T01:00:00"
"Row16370",0.889,0.0,1024.7,6.7,0.0,"1994-11-14T02:00:00"
"Row16371",0.9198,0.0,1024.7,5.6,0.0,"1994-11-14T03:00:00"
"Row16372",0.9591,0.0,1024.4,5.6,0.0,"1994-11-14T04:00:00"
"Row16373",0.9586,0.0,1024.7,3.9,0.0,"1994-11-14T05:00:00"
"Row16374",1.0,0.0,1025.1,4.4,0.0,"1994-11-14T06:00:00"
"Row16375",0.9591,0.0,1025.4,5.6,2.1,"1994-11-14T07:00:00"
"Row16376",0.889,0.0,1025.4,6.7,0.0,"1994-11-14T08:00:00"
"Row16377",0.7339,0.0,1025.4,8.9,2.1,"1994-11-14T09:00:00"
"Row16378",0.6851,0.0,1025.4,9.4,2.6,"1994-11-14T10:00:00"
"Row16379",0.585,0.0,1024.7,10.6,3.1,"1994-11-14T11:00:00"
"Row16380",0.4865,0.0,1023.7,12.2,2.6,"1994-11-14T12:00:00"
"Row16381",0.4527,0.0,1022.4,13.3,2.1,"1994-11-14T13:00:00"
"Row16382",0.4023,0.0,1021.7,13.9,0.0,"1994-11-14T14:00:00"
"Row16383",0.5292,0.0,1021.7,13.3,2.6,"1994-11-14T15:00:00"
"Row16384",0.5292,0.0,1021.0,13.3,2.1,"1994-11-14T16:00:00"
"Row16385",0.5059,0.0,1020.7,12.8,2.1,"1994-11-14T17:00:00"
"Row16386",0.443,0.0,1020.7,11.1,2.6,"1994-11-14T18:00:00"
"Row16387",0.6339,0.0,1020.3,9.4,1.5,"1994-11-14T19:00:00"
"Row16388",0.6567,0.0,1020.3,9.4,2.1,"1994-11-14T20:00:00"
"Row16389",0.586,0.0,1020.0,9.4,1.5,"1994-11-14T21:00:00"
"Row16390",0.6556,0.0,1019.6,8.9,0.0,"1994-11-14T22:00:00"
"Row16391",0.797,0.0,1019.3,8.3,2.6,"1994-11-14T23:00:00"
"Row16392",0.6827,0.0,1018.6,8.3,0.0,"1994-11-15T00:00:00"
"Row16393",0.6816,0.0,1018.3,10.0,7.2,"1994-11-15T01:00:00"
"Row16394",0.586,0.0,1017.6,9.4,0.0,"1994-11-15T02:00:00"
"Row16395",0.4397,0.0,1017.6,10.0,6.2,"1994-11-15T03:00:00"
"Row16396",0.6308,0.0,1016.6,10.0,9.3,"1994-11-15T04:00:00"
"Row16397",0.7119,0.0,1015.9,10.6,8.2,"1994-11-15T05:00:00"
"Row16398",0.6816,0.0,1015.9,10.0,4.1,"1994-11-15T06:00:00"
"Row16399",0.6548,0.0,1014.6,10.6,7.7,"1994-11-15T07:00:00"
"Row16400",0.8614,0.5,1015.2,9.4,3.1,"1994-11-15T08:00:00"
"Row16401",0.9669,2.3,1014.9,9.4,5.2,"1994-11-15T09:00:00"
"Row16402",0.9606,2.8,1015.6,10.0,6.7,"1994-11-15T10:00:00"
"Row16403",0.8927,1.0,1014.9,11.1,7.7,"1994-11-15T11:00:00"
"Row16404",0.9293,1.5,1015.2,11.1,3.6,"1994-11-15T12:00:00"
"Row16405",0.9228,6.4,1014.9,10.6,4.1,"1994-11-15T13:00:00"
"Row16406",0.8642,0.0,1014.9,12.2,6.2,"1994-11-15T14:00:00"
"Row16407",0.8026,0.0,1015.2,12.2,7.2,"1994-11-15T15:00:00"
"Row16408",0.7699,0.0,1015.6,11.7,7.7,"1994-11-15T16:00:00"
"Row16409",0.8281,0.0,1015.9,10.6,5.2,"1994-11-15T17:00:00"
"Row16410",0.7995,0.0,1016.6,10.0,6.2,"1994-11-15T18:00:00"
"Row16411",0.7671,0.0,1016.9,10.0,7.7,"1994-11-15T19:00:00"
"Row16412",0.7986,0.0,1017.6,9.4,4.6,"1994-11-15T20:00:00"
"Row16413",0.8323,0.0,1018.3,9.4,4.1,"1994-11-15T21:00:00"
"Row16414",0.8602,0.0,1018.6,8.3,4.1,"1994-11-15T22:00:00"
"Row16415",0.8309,0.0,1019.0,8.3,4.1,"1994-11-15T23:00:00"
"Row16416",0.8956,0.0,1019.3,7.2,3.1,"1994-11-16T00:00:00"
"Row16417",0.8597,0.0,1019.6,7.8,3.1,"1994-11-16T01:00:00"
"Row16418",0.8899,0.0,1019.3,7.8,3.1,"1994-11-16T02:00:00"
"Row16419",0.859,0.0,1019.6,7.2,4.6,"1994-11-16T03:00:00"
"Row16420",0.889,0.0,1019.6,6.7,4.1,"1994-11-16T04:00:00"
"Row16421",0.859,0.0,1019.6,7.2,5.2,"1994-11-16T05:00:00"
"Row16422",0.8245,0.0,1020.0,7.8,5.2,"1994-11-16T06:00:00"
"Row16423",0.8597,0.0,1020.3,7.8,4.6,"1994-11-16T07:00:00"
"Row16424",0.7086,0.0,1020.7,8.9,6.7,"1994-11-16T08:00:00"
"Row16425",0.7107,0.0,1021.0,10.0,9.8,"1994-11-16T09:00:00"
"Row16426",0.5862,0.0,1021.7,11.1,8.2,"1994-11-16T10:00:00"
"Row16427",0.743,0.0,1022.0,11.1,6.2,"1994-11-16T11:00:00"
"Row16428",0.8631,0.0,1020.7,11.1,7.2,"1994-11-16T12:00:00"
"Row16429",0.6654,0.0,1020.0,13.3,9.8,"1994-11-16T13:00:00"
"Row16430",0.6169,0.0,1020.0,13.3,10.8,"1994-11-16T14:00:00"
"Row16431",0.6374,0.0,1020.3,12.8,11.8,"1994-11-16T15:00:00"
"Row16432",0.589,0.0,1020.7,12.2,8.8,"1994-11-16T16:00:00"
"Row16433",0.6828,0.0,1021.0,10.6,9.3,"1994-11-16T17:00:00"
"Row16434",0.7107,0.0,1021.3,10.0,8.2,"1994-11-16T18:00:00"
"Row16435",0.741,0.0,1021.3,10.0,7.7,"1994-11-16T19:00:00"
"Row16436",0.741,0.0,1022.0,10.0,6.2,"1994-11-16T20:00:00"
"Row16437",0.741,0.0,1022.0,10.0,4.1,"1994-11-16T21:00:00"
"Row16438",0.8274,0.0,1022.0,10.0,5.2,"1994-11-16T22:00:00"
"Row16439",0.9284,1.5,1022.0,9.4,4.6,"1994-11-16T23:00:00"
"Row16440",0.8918,0.3,1021.3,10.0,4.1,"1994-11-17T00:00:00"
"Row16441",0.8281,0.0,1021.0,10.6,7.2,"1994-11-17T01:00:00"
"Row16442",0.8288,0.0,1021.0,11.1,7.2,"1994-11-17T02:00:00"
"Row16443",0.8288,0.0,1020.0,11.1,6.2,"1994-11-17T03:00:00"
"Row16444",0.8288,0.3,1019.3,11.1,6.2,"1994-11-17T04:00:00"
"Row16445",0.8631,0.0,1019.0,11.1,8.2,"1994-11-17T05:00:00"
"Row16446",0.8631,0.0,1019.0,11.1,6.2,"1994-11-17T06:00:00"
"Row16447",0.8631,0.0,1019.0,11.1,5.7,"1994-11-17T07:00:00"
"Row16448",0.7965,0.0,1019.0,11.7,7.2,"1994-11-17T08:00:00"
"Row16449",0.8918,1.0,1019.6,10.0,5.2,"1994-11-17T09:00:00"
"Row16450",0.8301,0.0,1019.3,12.2,7.2,"1994-11-17T10:00:00"
"Row16451",0.8923,1.0,1019.0,10.6,8.2,"1994-11-17T11:00:00"
"Row16452",0.7141,1.0,1018.3,11.7,8.8,"1994-11-17T12:00:00"
"Row16453",0.663,0.0,1017.6,12.2,10.3,"1994-11-17T13:00:00"
"Row16454",0.6909,0.0,1017.3,12.2,9.3,"1994-11-17T14:00:00"
"Row16455",0.7949,0.3,1016.9,10.6,9.8,"1994-11-17T15:00:00"
"Row16456",0.6581,0.0,1016.6,10.0,12.9,"1994-11-17T16:00:00"
"Row16457",0.6581,0.0,1016.3,10.0,7.7,"1994-11-17T17:00:00"
"Row16458",0.6567,0.0,1016.3,9.4,15.5,"1994-11-17T18:00:00"
"Row16459",0.7086,0.0,1015.9,8.9,13.4,"1994-11-17T19:00:00"
"Row16460",0.6556,0.0,1015.2,8.9,10.3,"1994-11-17T20:00:00"
"Row16461",0.6542,0.0,1015.6,8.3,9.8,"1994-11-17T21:00:00"
"Row16462",0.6255,0.0,1015.9,7.8,10.3,"1994-11-17T22:00:00"
"Row16463",0.6286,0.0,1016.6,7.2,7.2,"1994-11-17T23:00:00"
"Row16464",0.6228,0.0,1016.9,6.7,6.2,"1994-11-18T00:00:00"
"Row16465",0.6491,0.0,1016.9,6.1,4.1,"1994-11-18T01:00:00"
"Row16466",0.6214,0.0,1017.3,6.1,4.1,"1994-11-18T02:00:00"
"Row16467",0.6214,0.0,1017.6,6.1,0.0,"1994-11-18T03:00:00"
"Row16468",0.6432,0.0,1017.6,5.6,2.1,"1994-11-18T04:00:00"
"Row16469",0.6994,0.0,1018.0,4.4,3.6,"1994-11-18T05:00:00"
